,model_path,seed
932,results/models/policy_gradient__2020-11-25_23-43-13,271.0
933,results/models/policy_gradient__2020-11-26_01-28-48,304.0
934,results/models/policy_gradient__2020-11-26_13-13-21,341.0
935,results/models/policy_gradient__2020-11-26_14-54-27,371.0
936,results/models/policy_gradient__2020-11-26_17-45-58,395.0
937,results/models/policy_gradient__2020-11-26_20-03-25,424.0
938,results/models/policy_gradient__2020-11-26_22-28-49,471.0
939,results/models/policy_gradient__2020-11-26_23-46-04,495.0
940,results/models/policy_gradient__2020-11-25_19-32-24,202.0
941,results/models/policy_gradient__2020-11-25_21-44-40,239.0
942,results/models/policy_gradient__2020-11-25_23-26-54,266.0
943,results/models/policy_gradient__2020-11-26_01-25-56,303.0
944,results/models/policy_gradient__2020-11-26_12-14-07,328.0
945,results/models/policy_gradient__2020-11-26_14-54-27,371.0
946,results/models/policy_gradient__2020-11-26_18-21-13,403.0
947,results/models/policy_gradient__2020-11-26_20-03-25,424.0
948,results/models/policy_gradient__2020-11-26_22-28-49,471.0
949,results/models/policy_gradient__2020-11-27_00-01-21,500.0
950,results/models/policy_gradient__2020-11-25_19-29-05,201.0
951,results/models/policy_gradient__2020-11-25_22-05-49,246.0
952,results/models/policy_gradient__2020-11-25_23-36-40,269.0
953,results/models/policy_gradient__2020-11-26_01-20-11,301.0
954,results/models/policy_gradient__2020-11-26_13-05-59,339.0
955,results/models/policy_gradient__2020-11-26_14-25-34,362.0
956,results/models/policy_gradient__2020-11-26_18-14-16,401.0
957,results/models/policy_gradient__2020-11-26_20-49-41,439.0
958,results/models/policy_gradient__2020-11-26_21-48-06,458.0
959,results/models/policy_gradient__2020-11-27_00-10-43,503.0
960,results/models/policy_gradient__2020-11-25_19-35-58,203.0
961,results/models/policy_gradient__2020-11-25_21-44-40,239.0
962,results/models/policy_gradient__2020-11-25_23-43-13,271.0
963,results/models/policy_gradient__2020-11-26_01-28-48,304.0
964,results/models/policy_gradient__2020-11-26_13-13-21,341.0
965,results/models/policy_gradient__2020-11-26_14-54-27,371.0
966,results/models/policy_gradient__2020-11-26_17-54-04,396.0
967,results/models/policy_gradient__2020-11-26_20-03-25,424.0
968,results/models/policy_gradient__2020-11-26_22-28-49,471.0
969,results/models/policy_gradient__2020-11-26_23-46-04,495.0
970,results/models/policy_gradient__2020-11-25_19-46-39,206.0
971,results/models/policy_gradient__2020-11-25_21-53-35,242.0
972,results/models/policy_gradient__2020-11-26_00-05-59,278.0
973,results/models/policy_gradient__2020-11-26_01-42-58,309.0
974,results/models/policy_gradient__2020-11-26_13-09-30,340.0
975,results/models/policy_gradient__2020-11-26_14-39-41,366.0
976,results/models/policy_gradient__2020-11-26_17-31-02,392.0
977,results/models/policy_gradient__2020-11-26_20-37-27,435.0
978,results/models/policy_gradient__2020-11-26_22-12-29,466.0
979,results/models/policy_gradient__2020-11-26_23-55-14,498.0
980,results/models/policy_gradient__2020-11-25_20-08-12,212.0
981,results/models/policy_gradient__2020-11-25_21-35-46,236.0
982,results/models/policy_gradient__2020-11-25_23-52-59,274.0
983,results/models/policy_gradient__2020-11-26_01-17-19,300.0
984,results/models/policy_gradient__2020-11-26_12-46-43,335.0
985,results/models/policy_gradient__2020-11-26_14-28-45,363.0
986,results/models/policy_gradient__2020-11-26_18-32-07,406.0
987,results/models/policy_gradient__2020-11-26_20-31-21,433.0
988,results/models/policy_gradient__2020-11-26_21-54-06,460.0
989,results/models/policy_gradient__2020-11-26_23-55-14,498.0
990,results/models/policy_gradient__2020-11-25_19-46-39,206.0
991,results/models/policy_gradient__2020-11-25_21-47-39,240.0
992,results/models/policy_gradient__2020-11-26_00-05-59,278.0
993,results/models/policy_gradient__2020-11-26_01-48-37,311.0
994,results/models/policy_gradient__2020-11-26_12-28-49,331.0
995,results/models/policy_gradient__2020-11-26_14-32-35,364.0
996,results/models/policy_gradient__2020-11-26_18-00-34,397.0
997,results/models/policy_gradient__2020-11-26_20-25-18,431.0
998,results/models/policy_gradient__2020-11-26_22-12-29,466.0
999,results/models/policy_gradient__2020-11-27_00-04-38,501.0
1000,results/models/policy_gradient__2020-11-25_19-29-05,201.0
1001,results/models/policy_gradient__2020-11-25_23-13-48,263.0
1002,results/models/policy_gradient__2020-11-25_23-36-40,269.0
1003,results/models/policy_gradient__2020-11-26_12-10-19,327.0
1004,results/models/policy_gradient__2020-11-26_13-01-31,338.0
1005,results/models/policy_gradient__2020-11-26_14-48-36,369.0
1006,results/models/policy_gradient__2020-11-26_18-17-53,402.0
1007,results/models/policy_gradient__2020-11-26_20-12-29,427.0
1008,results/models/policy_gradient__2020-11-26_22-00-10,462.0
1009,results/models/policy_gradient__2020-11-26_23-21-52,488.0
1010,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1011,results/models/policy_gradient__2020-11-25_21-44-40,239.0
1012,results/models/policy_gradient__2020-11-26_00-13-12,280.0
1013,results/models/policy_gradient__2020-11-26_11-59-45,324.0
1014,results/models/policy_gradient__2020-11-26_12-14-07,328.0
1015,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1016,results/models/policy_gradient__2020-11-26_18-24-29,404.0
1017,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1018,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1019,results/models/policy_gradient__2020-11-26_23-46-04,495.0
1020,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1021,results/models/policy_gradient__2020-11-25_21-44-40,239.0
1022,results/models/policy_gradient__2020-11-25_23-43-13,271.0
1023,results/models/policy_gradient__2020-11-26_11-59-45,324.0
1024,results/models/policy_gradient__2020-11-26_14-16-08,359.0
1025,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1026,results/models/policy_gradient__2020-11-26_18-24-29,404.0
1027,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1028,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1029,results/models/policy_gradient__2020-11-27_01-00-18,519.0
1030,results/models/policy_gradient__2020-11-25_19-57-45,209.0
1031,results/models/policy_gradient__2020-11-25_22-38-47,255.0
1032,results/models/policy_gradient__2020-11-26_00-05-59,278.0
1033,results/models/policy_gradient__2020-11-26_12-03-19,325.0
1034,results/models/policy_gradient__2020-11-26_12-51-10,336.0
1035,results/models/policy_gradient__2020-11-26_17-16-28,389.0
1036,results/models/policy_gradient__2020-11-26_19-16-33,414.0
1037,results/models/policy_gradient__2020-11-26_20-43-34,437.0
1038,results/models/policy_gradient__2020-11-26_22-12-29,466.0
1039,results/models/policy_gradient__2020-11-27_00-44-57,514.0
1040,results/models/policy_gradient__2020-11-25_19-29-05,201.0
1041,results/models/policy_gradient__2020-11-25_22-05-49,246.0
1042,results/models/policy_gradient__2020-11-25_23-36-40,269.0
1043,results/models/policy_gradient__2020-11-26_12-10-19,327.0
1044,results/models/policy_gradient__2020-11-26_13-05-59,339.0
1045,results/models/policy_gradient__2020-11-26_15-24-21,381.0
1046,results/models/policy_gradient__2020-11-26_18-14-16,401.0
1047,results/models/policy_gradient__2020-11-26_21-07-58,445.0
1048,results/models/policy_gradient__2020-11-26_22-00-10,462.0
1049,results/models/policy_gradient__2020-11-27_00-07-41,502.0
1050,results/models/policy_gradient__2020-11-25_19-46-39,206.0
1051,results/models/policy_gradient__2020-11-25_21-53-35,242.0
1052,results/models/policy_gradient__2020-11-26_00-05-59,278.0
1053,results/models/policy_gradient__2020-11-26_01-42-58,309.0
1054,results/models/policy_gradient__2020-11-26_13-38-37,348.0
1055,results/models/policy_gradient__2020-11-26_17-16-28,389.0
1056,results/models/policy_gradient__2020-11-26_19-53-06,421.0
1057,results/models/policy_gradient__2020-11-26_21-17-34,448.0
1058,results/models/policy_gradient__2020-11-26_23-06-07,483.0
1059,results/models/policy_gradient__2020-11-26_23-55-14,498.0
1060,results/models/policy_gradient__2020-11-25_19-29-05,201.0
1061,results/models/policy_gradient__2020-11-25_22-31-29,253.0
1062,results/models/policy_gradient__2020-11-25_23-49-44,273.0
1063,results/models/policy_gradient__2020-11-26_01-23-06,302.0
1064,results/models/policy_gradient__2020-11-26_13-01-31,338.0
1065,results/models/policy_gradient__2020-11-26_14-48-36,369.0
1066,results/models/policy_gradient__2020-11-26_18-51-54,410.0
1067,results/models/policy_gradient__2020-11-26_20-12-29,427.0
1068,results/models/policy_gradient__2020-11-26_22-00-10,462.0
1069,results/models/policy_gradient__2020-11-26_23-52-12,497.0
1070,results/models/policy_gradient__2020-11-25_19-57-45,209.0
1071,results/models/policy_gradient__2020-11-25_23-02-51,261.0
1072,results/models/policy_gradient__2020-11-26_00-33-44,286.0
1073,results/models/policy_gradient__2020-11-26_01-14-26,299.0
1074,results/models/policy_gradient__2020-11-26_12-56-50,337.0
1075,results/models/policy_gradient__2020-11-26_17-04-11,386.0
1076,results/models/policy_gradient__2020-11-26_18-07-20,399.0
1077,results/models/policy_gradient__2020-11-26_20-43-34,437.0
1078,results/models/policy_gradient__2020-11-26_22-41-32,475.0
1079,results/models/policy_gradient__2020-11-27_00-51-02,516.0
1080,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1081,results/models/policy_gradient__2020-11-25_21-44-40,239.0
1082,results/models/policy_gradient__2020-11-25_23-43-13,271.0
1083,results/models/policy_gradient__2020-11-26_11-59-45,324.0
1084,results/models/policy_gradient__2020-11-26_14-16-08,359.0
1085,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1086,results/models/policy_gradient__2020-11-26_18-24-29,404.0
1087,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1088,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1089,results/models/policy_gradient__2020-11-26_23-46-04,495.0
1090,results/models/policy_gradient__2020-11-25_19-46-39,206.0
1091,results/models/policy_gradient__2020-11-25_21-53-35,242.0
1092,results/models/policy_gradient__2020-11-26_00-05-59,278.0
1093,results/models/policy_gradient__2020-11-26_12-03-19,325.0
1094,results/models/policy_gradient__2020-11-26_13-38-37,348.0
1095,results/models/policy_gradient__2020-11-26_17-16-28,389.0
1096,results/models/policy_gradient__2020-11-26_19-16-33,414.0
1097,results/models/policy_gradient__2020-11-26_21-35-54,454.0
1098,results/models/policy_gradient__2020-11-26_22-25-36,470.0
1099,results/models/policy_gradient__2020-11-27_00-44-57,514.0
1100,results/models/policy_gradient__2020-11-25_20-47-12,222.0
1101,results/models/policy_gradient__2020-11-25_21-53-35,242.0
1102,results/models/policy_gradient__2020-11-26_00-05-59,278.0
1103,results/models/policy_gradient__2020-11-26_01-42-58,309.0
1104,results/models/policy_gradient__2020-11-26_12-43-22,334.0
1105,results/models/policy_gradient__2020-11-26_14-39-41,366.0
1106,results/models/policy_gradient__2020-11-26_18-45-34,409.0
1107,results/models/policy_gradient__2020-11-26_20-52-42,440.0
1108,results/models/policy_gradient__2020-11-26_22-12-29,466.0
1109,results/models/policy_gradient__2020-11-27_00-04-38,501.0
1110,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1111,results/models/policy_gradient__2020-11-25_21-44-40,239.0
1112,results/models/policy_gradient__2020-11-25_23-43-13,271.0
1113,results/models/policy_gradient__2020-11-26_11-59-45,324.0
1114,results/models/policy_gradient__2020-11-26_14-16-08,359.0
1115,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1116,results/models/policy_gradient__2020-11-26_18-24-29,404.0
1117,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1118,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1119,results/models/policy_gradient__2020-11-27_01-00-18,519.0
1120,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1121,results/models/policy_gradient__2020-11-25_21-44-40,239.0
1122,results/models/policy_gradient__2020-11-25_23-43-13,271.0
1123,results/models/policy_gradient__2020-11-26_01-28-48,304.0
1124,results/models/policy_gradient__2020-11-26_13-13-21,341.0
1125,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1126,results/models/policy_gradient__2020-11-26_17-54-04,396.0
1127,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1128,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1129,results/models/policy_gradient__2020-11-26_23-46-04,495.0
1130,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1131,results/models/policy_gradient__2020-11-25_21-44-40,239.0
1132,results/models/policy_gradient__2020-11-25_23-43-13,271.0
1133,results/models/policy_gradient__2020-11-26_11-59-45,324.0
1134,results/models/policy_gradient__2020-11-26_13-13-21,341.0
1135,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1136,results/models/policy_gradient__2020-11-26_17-45-58,395.0
1137,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1138,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1139,results/models/policy_gradient__2020-11-26_23-46-04,495.0
1140,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1141,results/models/policy_gradient__2020-11-25_22-12-58,248.0
1142,results/models/policy_gradient__2020-11-26_00-13-12,280.0
1143,results/models/policy_gradient__2020-11-26_11-59-45,324.0
1144,results/models/policy_gradient__2020-11-26_14-16-08,359.0
1145,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1146,results/models/policy_gradient__2020-11-26_18-21-13,403.0
1147,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1148,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1149,results/models/policy_gradient__2020-11-27_01-00-18,519.0
1150,results/models/policy_gradient__2020-11-25_21-13-00,229.0
1151,results/models/policy_gradient__2020-11-25_23-13-48,263.0
1152,results/models/policy_gradient__2020-11-25_23-36-40,269.0
1153,results/models/policy_gradient__2020-11-26_11-55-59,323.0
1154,results/models/policy_gradient__2020-11-26_13-05-59,339.0
1155,results/models/policy_gradient__2020-11-26_15-24-21,381.0
1156,results/models/policy_gradient__2020-11-26_18-14-16,401.0
1157,results/models/policy_gradient__2020-11-26_20-49-41,439.0
1158,results/models/policy_gradient__2020-11-26_21-48-06,458.0
1159,results/models/policy_gradient__2020-11-27_00-10-43,503.0
1160,results/models/policy_gradient__2020-11-25_21-16-10,230.0
1161,results/models/policy_gradient__2020-11-25_21-44-40,239.0
1162,results/models/policy_gradient__2020-11-25_23-43-13,271.0
1163,results/models/policy_gradient__2020-11-26_01-28-48,304.0
1164,results/models/policy_gradient__2020-11-26_13-13-21,341.0
1165,results/models/policy_gradient__2020-11-26_14-54-27,371.0
1166,results/models/policy_gradient__2020-11-26_17-54-04,396.0
1167,results/models/policy_gradient__2020-11-26_20-03-25,424.0
1168,results/models/policy_gradient__2020-11-26_22-28-49,471.0
1169,results/models/policy_gradient__2020-11-26_23-46-04,495.0
1170,results/models/policy_gradient__2020-11-25_20-47-12,222.0
1171,results/models/policy_gradient__2020-11-25_21-53-35,242.0
1172,results/models/policy_gradient__2020-11-26_00-53-36,292.0
1173,results/models/policy_gradient__2020-11-26_02-11-43,319.0
1174,results/models/policy_gradient__2020-11-26_13-09-30,340.0
1175,results/models/policy_gradient__2020-11-26_14-39-41,366.0
1176,results/models/policy_gradient__2020-11-26_18-45-34,409.0
1177,results/models/policy_gradient__2020-11-26_20-37-27,435.0
1178,results/models/policy_gradient__2020-11-26_22-12-29,466.0
1179,results/models/policy_gradient__2020-11-26_23-55-14,498.0
1180,results/models/policy_gradient__2020-11-25_20-29-54,217.0
1181,results/models/policy_gradient__2020-11-25_22-20-43,250.0
1182,results/models/policy_gradient__2020-11-25_23-52-59,274.0
1183,results/models/policy_gradient__2020-11-26_01-54-15,313.0
1184,results/models/policy_gradient__2020-11-26_13-38-37,348.0
1185,results/models/policy_gradient__2020-11-26_17-25-30,391.0
1186,results/models/policy_gradient__2020-11-26_19-53-06,421.0
1187,results/models/policy_gradient__2020-11-26_21-17-34,448.0
1188,results/models/policy_gradient__2020-11-26_21-54-06,460.0
1189,results/models/policy_gradient__2020-11-27_00-32-40,510.0
1190,results/models/policy_gradient__2020-11-25_19-46-39,206.0
1191,results/models/policy_gradient__2020-11-25_22-24-44,251.0
1192,results/models/policy_gradient__2020-11-26_00-05-59,278.0
1193,results/models/policy_gradient__2020-11-26_12-03-19,325.0
1194,results/models/policy_gradient__2020-11-26_13-41-52,349.0
1195,results/models/policy_gradient__2020-11-26_17-16-28,389.0
1196,results/models/policy_gradient__2020-11-26_19-16-33,414.0
1197,results/models/policy_gradient__2020-11-26_20-52-42,440.0
1198,results/models/policy_gradient__2020-11-26_22-12-29,466.0
1199,results/models/policy_gradient__2020-11-27_00-44-57,514.0
