,model_path,seed
932,results/models/policy_gradient__2020-11-24_17-57-51,179.0
933,results/models/policy_gradient__2020-11-24_19-35-25,200.0
934,results/models/policy_gradient__2020-11-24_22-12-36,232.0
935,results/models/policy_gradient__2020-11-24_23-19-53,268.0
936,results/models/policy_gradient__2020-11-25_00-29-20,306.0
937,results/models/policy_gradient__2020-11-25_01-29-49,339.0
938,results/models/policy_gradient__2020-11-25_02-07-52,359.0
939,results/models/policy_gradient__2020-11-25_03-10-14,391.0
940,results/models/policy_gradient__2020-11-24_13-27-43,112.0
941,results/models/policy_gradient__2020-11-24_14-16-00,133.0
942,results/models/policy_gradient__2020-11-24_16-07-53,166.0
943,results/models/policy_gradient__2020-11-24_19-30-53,199.0
944,results/models/policy_gradient__2020-11-24_22-08-04,230.0
945,results/models/policy_gradient__2020-11-24_23-16-17,266.0
946,results/models/policy_gradient__2021-02-10_14-30-25,298.0
947,results/models/policy_gradient__2020-11-25_13-01-28,336.0
948,results/models/policy_gradient__2020-11-25_02-12-08,360.0
949,results/models/policy_gradient__2020-11-27_15-37-34,401.0
950,results/models/policy_gradient__2020-11-24_13-22-38,110.0
951,results/models/policy_gradient__2020-11-24_14-21-15,135.0
952,results/models/policy_gradient__2020-11-24_16-13-29,168.0
953,results/models/policy_gradient__2020-11-24_19-35-34,201.0
954,results/models/policy_gradient__2020-11-24_22-27-43,241.0
955,results/models/policy_gradient__2020-11-24_23-08-42,263.0
956,results/models/policy_gradient__2020-11-25_00-08-20,295.0
957,results/models/policy_gradient__2020-11-25_01-17-50,333.0
958,results/models/policy_gradient__2020-11-25_02-28-00,369.0
959,results/models/policy_gradient__2020-11-25_03-33-56,403.0
960,results/models/policy_gradient__2020-11-24_13-22-48,111.0
961,results/models/policy_gradient__2020-11-24_14-26-22,137.0
962,results/models/policy_gradient__2020-11-24_17-57-51,179.0
963,results/models/policy_gradient__2020-11-24_20-27-40,211.0
964,results/models/policy_gradient__2020-11-25_12-48-50,243.0
965,results/models/policy_gradient__2020-11-24_23-12-31,264.0
966,results/models/policy_gradient__2020-11-25_00-04-20,293.0
967,results/models/policy_gradient__2020-11-25_01-02-03,324.0
968,results/models/policy_gradient__2020-11-25_02-24-14,367.0
969,results/models/policy_gradient__2020-11-25_03-17-55,395.0
970,results/models/policy_gradient__2020-11-24_13-13-29,107.0
971,results/models/policy_gradient__2020-11-24_14-37-49,143.0
972,results/models/policy_gradient__2020-11-24_17-57-41,178.0
973,results/models/policy_gradient__2020-11-24_19-46-39,205.0
974,results/models/policy_gradient__2020-11-24_22-08-13,231.0
975,results/models/policy_gradient__2020-11-24_23-32-13,275.0
976,results/models/policy_gradient__2020-11-25_00-04-12,292.0
977,results/models/policy_gradient__2020-11-25_01-14-02,331.0
978,results/models/policy_gradient__2020-11-25_02-12-38,361.0
979,results/models/policy_gradient__2020-11-25_03-33-56,403.0
980,results/models/policy_gradient__2020-11-24_13-03-33,103.0
981,results/models/policy_gradient__2020-11-24_14-30-27,139.0
982,results/models/policy_gradient__2020-11-24_16-13-29,168.0
983,results/models/policy_gradient__2020-11-24_19-46-39,205.0
984,results/models/policy_gradient__2020-11-24_22-08-13,231.0
985,results/models/policy_gradient__2020-11-24_23-08-42,263.0
986,results/models/policy_gradient__2020-11-25_00-08-20,295.0
987,results/models/policy_gradient__2020-11-25_01-17-50,333.0
988,results/models/policy_gradient__2020-11-25_02-31-36,370.0
989,results/models/policy_gradient__2020-11-25_03-05-34,388.0
990,results/models/policy_gradient__2020-11-24_13-22-48,111.0
991,results/models/policy_gradient__2020-11-24_14-26-22,137.0
992,results/models/policy_gradient__2020-11-24_16-26-14,172.0
993,results/models/policy_gradient__2020-11-24_20-27-40,211.0
994,results/models/policy_gradient__2020-11-25_12-48-50,243.0
995,results/models/policy_gradient__2020-11-24_23-32-04,274.0
996,results/models/policy_gradient__2020-11-25_00-04-20,293.0
997,results/models/policy_gradient__2020-11-25_13-02-01,337.0
998,results/models/policy_gradient__2020-11-25_02-24-14,367.0
999,results/models/policy_gradient__2020-11-25_03-21-40,396.0
1000,results/models/policy_gradient__2020-11-24_13-03-33,103.0
1001,results/models/policy_gradient__2020-11-24_14-21-15,135.0
1002,results/models/policy_gradient__2020-11-24_19-13-08,195.0
1003,results/models/policy_gradient__2020-11-24_20-16-40,208.0
1004,results/models/policy_gradient__2020-11-24_22-08-13,231.0
1005,results/models/policy_gradient__2020-11-24_23-39-36,279.0
1006,results/models/policy_gradient__2021-02-10_14-30-25,298.0
1007,results/models/policy_gradient__2020-11-25_01-17-50,333.0
1008,results/models/policy_gradient__2020-11-25_02-28-00,369.0
1009,results/models/policy_gradient__2020-11-25_04-01-41,417.0
1010,results/models/policy_gradient__2020-11-24_13-56-12,125.0
1011,results/models/policy_gradient__2020-11-24_15-49-27,160.0
1012,results/models/policy_gradient__2020-11-24_19-00-23,192.0
1013,results/models/policy_gradient__2020-11-24_21-17-17,218.0
1014,results/models/policy_gradient__2020-11-24_22-12-36,232.0
1015,results/models/policy_gradient__2020-11-24_23-53-50,286.0
1016,results/models/policy_gradient__2020-11-25_00-43-03,314.0
1017,results/models/policy_gradient__2020-11-25_01-48-50,349.0
1018,results/models/policy_gradient__2020-11-25_02-07-52,359.0
1019,results/models/policy_gradient__2020-11-25_03-41-47,406.0
1020,results/models/policy_gradient__2020-11-24_13-46-59,121.0
1021,results/models/policy_gradient__2020-11-24_14-30-27,139.0
1022,results/models/policy_gradient__2020-11-24_16-00-28,164.0
1023,results/models/policy_gradient__2020-11-24_19-30-43,198.0
1024,results/models/policy_gradient__2020-11-24_22-08-13,231.0
1025,results/models/policy_gradient__2020-11-24_23-42-55,280.0
1026,results/models/policy_gradient__2020-11-25_00-43-11,315.0
1027,results/models/policy_gradient__2020-11-25_01-10-10,328.0
1028,results/models/policy_gradient__2020-11-25_02-39-10,374.0
1029,results/models/policy_gradient__2020-11-25_04-01-41,417.0
1030,results/models/policy_gradient__2020-11-24_13-46-59,121.0
1031,results/models/policy_gradient__2020-11-24_14-30-27,139.0
1032,results/models/policy_gradient__2020-11-24_18-01-08,180.0
1033,results/models/policy_gradient__2020-11-24_19-46-39,205.0
1034,results/models/policy_gradient__2020-11-24_22-08-13,231.0
1035,results/models/policy_gradient__2020-11-24_23-08-42,263.0
1036,results/models/policy_gradient__2020-11-25_00-08-20,295.0
1037,results/models/policy_gradient__2020-11-25_01-17-50,333.0
1038,results/models/policy_gradient__2020-11-25_02-46-26,379.0
1039,results/models/policy_gradient__2020-11-25_04-01-41,417.0
1040,results/models/policy_gradient__2020-11-24_13-46-59,121.0
1041,results/models/policy_gradient__2020-11-24_14-21-15,135.0
1042,results/models/policy_gradient__2020-11-24_16-13-29,168.0
1043,results/models/policy_gradient__2020-11-24_19-46-39,205.0
1044,results/models/policy_gradient__2020-11-24_22-37-55,247.0
1045,results/models/policy_gradient__2020-11-24_23-08-42,263.0
1046,results/models/policy_gradient__2020-11-25_00-08-20,295.0
1047,results/models/policy_gradient__2020-11-25_01-17-50,333.0
1048,results/models/policy_gradient__2020-11-25_02-46-26,379.0
1049,results/models/policy_gradient__2020-11-25_03-57-53,415.0
1050,results/models/policy_gradient__2020-11-24_13-27-53,113.0
1051,results/models/policy_gradient__2020-11-24_15-32-53,155.0
1052,results/models/policy_gradient__2020-11-24_18-48-40,191.0
1053,results/models/policy_gradient__2020-11-24_20-39-59,212.0
1054,results/models/policy_gradient__2020-11-24_22-03-03,228.0
1055,results/models/policy_gradient__2020-11-25_00-00-56,291.0
1056,results/models/policy_gradient__2020-11-25_12-54-35,303.0
1057,results/models/policy_gradient__2020-11-25_01-13-53,330.0
1058,results/models/policy_gradient__2020-11-25_02-16-03,362.0
1059,results/models/policy_gradient__2020-11-25_03-14-05,393.0
1060,results/models/policy_gradient__2020-11-24_14-11-38,130.0
1061,results/models/policy_gradient__2020-11-24_15-54-57,163.0
1062,results/models/policy_gradient__2020-11-24_16-07-53,166.0
1063,results/models/policy_gradient__2020-11-24_19-30-43,198.0
1064,results/models/policy_gradient__2020-11-24_22-08-04,230.0
1065,results/models/policy_gradient__2020-11-24_23-08-35,262.0
1066,results/models/policy_gradient__2020-11-25_00-47-10,316.0
1067,results/models/policy_gradient__2020-11-25_01-10-10,328.0
1068,results/models/policy_gradient__2020-11-25_02-31-36,370.0
1069,results/models/policy_gradient__2020-11-25_13-20-12,400.0
1070,results/models/policy_gradient__2020-11-24_13-46-47,120.0
1071,results/models/policy_gradient__2020-11-24_15-54-46,162.0
1072,results/models/policy_gradient__2020-11-24_16-26-14,172.0
1073,results/models/policy_gradient__2020-11-24_21-04-13,216.0
1074,results/models/policy_gradient__2020-11-24_22-45-43,250.0
1075,results/models/policy_gradient__2020-11-24_23-32-04,274.0
1076,results/models/policy_gradient__2020-11-25_00-25-46,304.0
1077,results/models/policy_gradient__2020-11-25_13-02-01,337.0
1078,results/models/policy_gradient__2020-11-25_13-12-02,377.0
1079,results/models/policy_gradient__2020-11-25_03-14-05,393.0
1080,results/models/policy_gradient__2020-11-24_13-27-53,113.0
1081,results/models/policy_gradient__2020-11-24_14-21-05,134.0
1082,results/models/policy_gradient__2020-11-24_16-20-14,171.0
1083,results/models/policy_gradient__2020-11-24_20-39-59,212.0
1084,results/models/policy_gradient__2020-11-24_22-27-32,240.0
1085,results/models/policy_gradient__2020-11-24_23-19-53,268.0
1086,results/models/policy_gradient__2020-11-25_12-54-35,303.0
1087,results/models/policy_gradient__2020-11-25_01-29-49,339.0
1088,results/models/policy_gradient__2020-11-25_02-31-44,371.0
1089,results/models/policy_gradient__2020-11-25_03-41-57,407.0
1090,results/models/policy_gradient__2020-11-24_13-46-59,121.0
1091,results/models/policy_gradient__2020-11-24_14-21-15,135.0
1092,results/models/policy_gradient__2020-11-24_16-13-29,168.0
1093,results/models/policy_gradient__2020-11-24_19-46-39,205.0
1094,results/models/policy_gradient__2020-11-24_22-37-55,247.0
1095,results/models/policy_gradient__2020-11-24_23-08-42,263.0
1096,results/models/policy_gradient__2020-11-25_00-08-20,295.0
1097,results/models/policy_gradient__2020-11-25_01-17-50,333.0
1098,results/models/policy_gradient__2020-11-25_02-46-26,379.0
1099,results/models/policy_gradient__2020-11-25_03-57-53,415.0
1100,results/models/policy_gradient__2020-11-24_13-22-48,111.0
1101,results/models/policy_gradient__2020-11-24_14-26-22,137.0
1102,results/models/policy_gradient__2020-11-24_18-25-48,186.0
1103,results/models/policy_gradient__2020-11-24_20-27-40,211.0
1104,results/models/policy_gradient__2020-11-24_22-37-47,246.0
1105,results/models/policy_gradient__2020-11-24_23-35-33,276.0
1106,results/models/policy_gradient__2020-11-25_00-04-20,293.0
1107,results/models/policy_gradient__2020-11-25_01-02-03,324.0
1108,results/models/policy_gradient__2020-11-25_02-24-14,367.0
1109,results/models/policy_gradient__2020-11-25_03-54-02,413.0
1110,results/models/policy_gradient__2020-11-24_13-46-47,120.0
1111,results/models/policy_gradient__2020-11-24_14-41-42,145.0
1112,results/models/policy_gradient__2020-11-24_16-26-14,172.0
1113,results/models/policy_gradient__2020-11-24_21-17-17,218.0
1114,results/models/policy_gradient__2020-11-24_22-45-43,250.0
1115,results/models/policy_gradient__2020-11-24_23-32-04,274.0
1116,results/models/policy_gradient__2020-11-25_00-04-20,293.0
1117,results/models/policy_gradient__2020-11-25_01-48-50,349.0
1118,results/models/policy_gradient__2020-11-25_03-01-42,386.0
1119,results/models/policy_gradient__2020-11-25_03-54-02,413.0
1120,results/models/policy_gradient__2020-11-24_14-07-30,129.0
1121,results/models/policy_gradient__2020-11-24_14-21-15,135.0
1122,results/models/policy_gradient__2020-11-24_19-13-08,195.0
1123,results/models/policy_gradient__2020-11-24_20-16-40,208.0
1124,results/models/policy_gradient__2020-11-24_22-08-13,231.0
1125,results/models/policy_gradient__2020-11-24_23-08-42,263.0
1126,results/models/policy_gradient__2020-11-25_00-08-20,295.0
1127,results/models/policy_gradient__2020-11-25_01-17-50,333.0
1128,results/models/policy_gradient__2020-11-25_02-28-00,369.0
1129,results/models/policy_gradient__2020-11-25_03-57-53,415.0
1130,results/models/policy_gradient__2020-11-24_13-56-12,125.0
1131,results/models/policy_gradient__2020-11-24_15-49-27,160.0
1132,results/models/policy_gradient__2020-11-24_17-57-51,179.0
1133,results/models/policy_gradient__2020-11-24_20-40-10,213.0
1134,results/models/policy_gradient__2020-11-24_22-12-36,232.0
1135,results/models/policy_gradient__2020-11-24_23-19-53,268.0
1136,results/models/policy_gradient__2020-11-25_00-29-20,306.0
1137,results/models/policy_gradient__2020-11-25_01-44-56,347.0
1138,results/models/policy_gradient__2020-11-25_02-07-52,359.0
1139,results/models/policy_gradient__2020-11-25_03-37-38,404.0
1140,results/models/policy_gradient__2020-11-24_13-42-14,118.0
1141,results/models/policy_gradient__2020-11-24_15-32-41,154.0
1142,results/models/policy_gradient__2020-11-24_18-09-14,182.0
1143,results/models/policy_gradient__2020-11-24_21-04-26,217.0
1144,results/models/policy_gradient__2020-11-24_22-57-02,256.0
1145,results/models/policy_gradient__2020-11-24_23-16-17,266.0
1146,results/models/policy_gradient__2020-11-25_00-32-55,309.0
1147,results/models/policy_gradient__2020-11-25_13-01-28,336.0
1148,results/models/policy_gradient__2020-11-25_02-12-08,360.0
1149,results/models/policy_gradient__2020-11-27_15-37-34,401.0
1150,results/models/policy_gradient__2020-11-24_13-46-59,121.0
1151,results/models/policy_gradient__2020-11-24_14-21-15,135.0
1152,results/models/policy_gradient__2020-11-24_19-13-08,195.0
1153,results/models/policy_gradient__2020-11-24_19-35-34,201.0
1154,results/models/policy_gradient__2020-11-24_22-37-55,247.0
1155,results/models/policy_gradient__2020-11-24_23-08-42,263.0
1156,results/models/policy_gradient__2020-11-25_00-08-20,295.0
1157,results/models/policy_gradient__2020-11-25_01-17-50,333.0
1158,results/models/policy_gradient__2020-11-25_02-46-26,379.0
1159,results/models/policy_gradient__2020-11-25_03-57-53,415.0
1160,results/models/policy_gradient__2020-11-24_13-22-48,111.0
1161,results/models/policy_gradient__2020-11-24_14-26-22,137.0
1162,results/models/policy_gradient__2020-11-24_19-00-23,192.0
1163,results/models/policy_gradient__2020-11-24_20-27-40,211.0
1164,results/models/policy_gradient__2020-11-24_22-37-47,246.0
1165,results/models/policy_gradient__2020-11-24_23-35-33,276.0
1166,results/models/policy_gradient__2020-11-25_00-04-20,293.0
1167,results/models/policy_gradient__2020-11-25_01-02-03,324.0
1168,results/models/policy_gradient__2020-11-25_02-24-14,367.0
1169,results/models/policy_gradient__2020-11-25_03-41-47,406.0
1170,results/models/policy_gradient__2020-11-24_13-46-59,121.0
1171,results/models/policy_gradient__2020-11-24_14-37-49,143.0
1172,results/models/policy_gradient__2020-11-24_18-01-14,181.0
1173,results/models/policy_gradient__2020-11-24_19-46-39,205.0
1174,results/models/policy_gradient__2020-11-24_22-37-55,247.0
1175,results/models/policy_gradient__2020-11-24_23-53-58,287.0
1176,results/models/policy_gradient__2020-11-25_00-04-12,292.0
1177,results/models/policy_gradient__2020-11-25_01-14-02,331.0
1178,results/models/policy_gradient__2020-11-25_02-39-10,374.0
1179,results/models/policy_gradient__2020-11-25_13-27-02,411.0
1180,results/models/policy_gradient__2020-11-24_13-46-59,121.0
1181,results/models/policy_gradient__2020-11-24_14-30-27,139.0
1182,results/models/policy_gradient__2020-11-24_18-01-08,180.0
1183,results/models/policy_gradient__2020-11-24_19-46-39,205.0
1184,results/models/policy_gradient__2020-11-24_22-08-13,231.0
1185,results/models/policy_gradient__2020-11-24_23-08-42,263.0
1186,results/models/policy_gradient__2020-11-25_00-08-20,295.0
1187,results/models/policy_gradient__2020-11-25_01-17-50,333.0
1188,results/models/policy_gradient__2020-11-25_02-46-26,379.0
1189,results/models/policy_gradient__2020-11-25_04-01-41,417.0
1190,results/models/policy_gradient__2020-11-24_13-22-48,111.0
1191,results/models/policy_gradient__2020-11-24_14-26-22,137.0
1192,results/models/policy_gradient__2020-11-24_18-25-48,186.0
1193,results/models/policy_gradient__2020-11-24_20-27-40,211.0
1194,results/models/policy_gradient__2020-11-24_22-45-43,250.0
1195,results/models/policy_gradient__2020-11-24_23-35-33,276.0
1196,results/models/policy_gradient__2020-11-25_00-04-20,293.0
1197,results/models/policy_gradient__2020-11-25_01-48-50,349.0
1198,results/models/policy_gradient__2020-11-25_02-24-14,367.0
1199,results/models/policy_gradient__2020-11-25_03-54-02,413.0
